Timestamp,Class,Confidence
2026-02-20 16:11:38,Pothole,0.98
2026-02-20 16:11:38,Pothole,0.88
2026-02-20 16:11:38,Pothole,0.70
2026-02-20 16:11:38,Pothole,0.60
2026-02-20 16:11:39,Pothole,1.00
2026-02-20 16:11:39,Pothole,0.65
2026-02-20 16:11:40,Pothole,1.00
2026-02-20 16:11:40,Pothole,0.86
2026-02-20 16:11:41,Pothole,0.99
2026-02-20 16:11:42,Pothole,0.84
2026-02-20 16:11:42,Pothole,0.71
2026-02-20 16:11:42,Pothole,0.63
2026-02-20 16:11:43,Pothole,1.00
2026-02-20 16:11:43,Pothole,0.91
2026-02-20 16:11:44,Pothole,0.62
2026-02-20 16:11:44,Pothole,0.59
2026-02-20 16:11:45,Pothole,0.67
2026-02-20 16:11:45,Pothole,0.61
