Timestamp,Class,Confidence
2026-02-10 23:02:10,Pothole,0.81
2026-02-10 23:02:10,Pothole,0.74
2026-02-10 23:02:11,Pothole,0.75
2026-02-10 23:02:12,Pothole,0.89
2026-02-10 23:02:13,Pothole,1.00
2026-02-10 23:02:14,Pothole,1.00
2026-02-10 23:02:14,Pothole,0.85
2026-02-10 23:02:15,Pothole,1.00
2026-02-10 23:02:15,Pothole,0.85
2026-02-10 23:02:16,Pothole,1.00
2026-02-10 23:02:17,Pothole,1.00
2026-02-10 23:02:18,Pothole,1.00
2026-02-10 23:02:18,Pothole,0.93
2026-02-10 23:02:19,Pothole,1.00
2026-02-10 23:02:20,Pothole,0.92
2026-02-10 23:02:20,Pothole,0.76
2026-02-10 23:02:21,Pothole,1.00
2026-02-10 23:02:21,Pothole,0.60
2026-02-10 23:02:22,Pothole,0.79
2026-02-10 23:02:23,Pothole,1.00
2026-02-10 23:02:23,Pothole,0.61
2026-02-10 23:02:24,Pothole,1.00
2026-02-10 23:02:24,Pothole,0.95
2026-02-10 23:02:24,Pothole,0.87
2026-02-10 23:02:25,Pothole,0.96
2026-02-10 23:02:26,Pothole,0.94
