Timestamp,Class,Confidence
2026-02-08 22:41:19,Pothole,0.75
2026-02-08 22:41:19,Pothole,0.57
2026-02-08 22:41:20,Pothole,0.74
2026-02-08 22:41:20,Pothole,0.57
2026-02-08 22:41:20,Pothole,0.72
2026-02-08 22:41:20,Pothole,0.59
2026-02-08 22:41:20,Pothole,0.45
2026-02-08 22:41:20,Pothole,0.74
2026-02-08 22:41:20,Pothole,0.59
2026-02-08 22:41:20,Pothole,0.45
2026-02-08 22:41:20,Pothole,0.73
2026-02-08 22:41:20,Pothole,0.59
2026-02-08 22:41:20,Pothole,0.45
2026-02-08 22:41:20,Pothole,0.93
2026-02-08 22:41:20,Pothole,0.83
2026-02-08 22:41:20,Pothole,0.92
2026-02-08 22:41:20,Pothole,0.78
2026-02-08 22:41:20,Pothole,0.91
2026-02-08 22:41:20,Pothole,0.74
2026-02-08 22:41:20,Pothole,0.67
2026-02-08 22:41:20,Pothole,0.62
2026-02-08 22:41:20,Pothole,0.59
2026-02-08 22:41:20,Pothole,0.58
2026-02-08 22:41:21,Pothole,0.91
2026-02-08 22:41:21,Pothole,0.72
2026-02-08 22:41:21,Pothole,0.90
2026-02-08 22:41:21,Pothole,0.70
2026-02-08 22:41:21,Pothole,0.84
2026-02-08 22:41:21,Pothole,0.70
2026-02-08 22:41:21,Pothole,0.89
2026-02-08 22:41:21,Pothole,0.75
2026-02-08 22:41:21,Pothole,0.83
2026-02-08 22:41:21,Pothole,0.65
2026-02-08 22:41:21,Pothole,0.68
2026-02-08 22:41:21,Pothole,0.60
2026-02-08 22:41:21,Pothole,0.55
2026-02-08 22:41:21,Pothole,0.54
2026-02-08 22:41:21,Pothole,0.82
2026-02-08 22:41:21,Pothole,0.74
2026-02-08 22:41:21,Pothole,0.82
2026-02-08 22:41:21,Pothole,0.76
2026-02-08 22:41:21,Pothole,0.82
2026-02-08 22:41:22,Pothole,0.79
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.55
2026-02-08 22:41:22,Pothole,0.51
2026-02-08 22:41:22,Pothole,0.77
2026-02-08 22:41:22,Pothole,0.55
2026-02-08 22:41:22,Pothole,0.78
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.54
2026-02-08 22:41:22,Pothole,0.53
2026-02-08 22:41:22,Pothole,0.74
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.54
2026-02-08 22:41:22,Pothole,0.53
2026-02-08 22:41:22,Pothole,0.72
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.54
2026-02-08 22:41:22,Pothole,0.53
2026-02-08 22:41:22,Pothole,0.80
2026-02-08 22:41:22,Pothole,0.66
2026-02-08 22:41:22,Pothole,0.65
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.46
2026-02-08 22:41:22,Pothole,0.73
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.47
2026-02-08 22:41:22,Pothole,0.77
2026-02-08 22:41:22,Pothole,0.60
2026-02-08 22:41:22,Pothole,0.47
2026-02-08 22:41:23,Pothole,0.78
2026-02-08 22:41:23,Pothole,0.76
2026-02-08 22:41:23,Pothole,0.78
2026-02-08 22:41:23,Pothole,0.74
2026-02-08 22:41:23,Pothole,0.70
2026-02-08 22:41:23,Pothole,0.60
2026-02-08 22:41:23,Pothole,0.47
2026-02-08 22:41:23,Pothole,0.61
