Timestamp,Class,Confidence
2026-02-19 23:17:39,Pothole,0.98
2026-02-19 23:17:39,Pothole,0.88
2026-02-19 23:17:39,Pothole,0.70
2026-02-19 23:17:39,Pothole,0.60
2026-02-19 23:17:40,Pothole,1.00
2026-02-19 23:17:40,Pothole,0.65
2026-02-19 23:17:41,Pothole,0.81
2026-02-19 23:17:41,Pothole,0.71
2026-02-19 23:17:42,Pothole,0.72
2026-02-19 23:17:42,Pothole,0.67
2026-02-19 23:17:42,Pothole,0.64
2026-02-19 23:17:43,Pothole,0.91
2026-02-19 23:17:43,Pothole,0.77
2026-02-19 23:17:43,Pothole,0.62
2026-02-19 23:17:43,Pothole,0.60
2026-02-19 23:17:45,Pothole,0.76
2026-02-19 23:17:45,Pothole,0.69
2026-02-19 23:17:46,Pothole,0.64
2026-02-19 23:17:46,Pothole,0.59
2026-02-19 23:17:47,Pothole,0.64
2026-02-19 23:17:47,Pothole,0.60
