Timestamp,Class,Confidence
2026-02-19 22:23:24,Pothole,0.98
2026-02-19 22:23:24,Pothole,0.88
2026-02-19 22:23:24,Pothole,0.70
2026-02-19 22:23:24,Pothole,0.60
2026-02-19 22:23:26,Pothole,0.83
2026-02-19 22:23:26,Pothole,0.75
2026-02-19 22:23:27,Pothole,1.00
2026-02-19 22:23:27,Pothole,0.86
2026-02-19 22:23:28,Pothole,0.85
2026-02-19 22:23:28,Pothole,0.62
2026-02-19 22:23:29,Pothole,0.88
2026-02-19 22:23:29,Pothole,0.77
2026-02-19 22:23:29,Pothole,0.61
2026-02-19 22:23:30,Pothole,0.76
2026-02-19 22:23:30,Pothole,0.69
2026-02-19 22:23:31,Pothole,0.85
2026-02-19 22:23:31,Pothole,0.79
2026-02-19 22:23:31,Pothole,0.56
2026-02-19 22:23:31,Pothole,0.52
2026-02-19 22:23:32,Pothole,0.65
