Timestamp,Frame,Class,Confidence,BBox_X,BBox_Y,BBox_W,BBox_H
2026-02-19 23:36:04.998,4,Pothole,0.5956,0,0,318,185
2026-02-19 23:36:07.330,128,Pothole,0.6378,0,0,320,195
2026-02-19 23:36:08.589,200,Pothole,0.5275,0,0,320,167
