Timestamp,Class,Confidence
2026-02-20 13:01:20,Pothole,0.98
2026-02-20 13:01:20,Pothole,0.88
2026-02-20 13:01:20,Pothole,0.70
2026-02-20 13:01:20,Pothole,0.60
2026-02-20 13:01:21,Pothole,0.80
2026-02-20 13:01:22,Pothole,1.00
2026-02-20 13:01:22,Pothole,0.72
2026-02-20 13:01:22,Pothole,0.66
2026-02-20 13:01:23,Pothole,0.91
2026-02-20 13:01:23,Pothole,0.75
2026-02-20 13:01:24,Pothole,1.00
2026-02-20 13:01:24,Pothole,0.85
2026-02-20 13:01:24,Pothole,0.65
2026-02-20 13:01:25,Pothole,1.00
2026-02-20 13:01:25,Pothole,0.91
2026-02-20 13:01:26,Pothole,1.00
2026-02-20 13:01:27,Pothole,1.00
2026-02-20 13:01:28,Pothole,0.65
