Timestamp,Class,Confidence
2026-02-19 23:38:04,Pothole,0.98
2026-02-19 23:38:04,Pothole,0.88
2026-02-19 23:38:04,Pothole,0.70
2026-02-19 23:38:04,Pothole,0.60
2026-02-19 23:38:05,Pothole,0.89
2026-02-19 23:38:05,Pothole,0.52
2026-02-19 23:38:06,Pothole,0.80
2026-02-19 23:38:06,Pothole,0.70
2026-02-19 23:38:07,Pothole,0.96
2026-02-19 23:38:07,Pothole,0.82
2026-02-19 23:38:07,Pothole,0.77
2026-02-19 23:38:08,Pothole,0.79
2026-02-19 23:38:08,Pothole,0.74
2026-02-19 23:38:09,Pothole,0.76
2026-02-19 23:38:09,Pothole,0.72
2026-02-19 23:38:10,Pothole,0.90
2026-02-19 23:38:10,Pothole,0.79
2026-02-19 23:38:11,Pothole,0.88
2026-02-19 23:38:11,Pothole,0.51
